timestamp,health,osds,active,disk_usage(TiB),scrubbing,mons,runningtime,active_clean,date,time,date_time,rd_bw(KiB/s),wr_bw(KiB/s),rd_ops(op/s),wr_ops(op/s)
20240604-0000,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 5M)",2 portals active (2 hosts),138,6,3,3,667,04-06-2024,00:00:00,04-06-2024 00:00,85,685,102,37
20240604-0600,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 5M)",2 portals active (2 hosts),138,5,3,3,668,04-06-2024,06:00:00,04-06-2024 06:00,210,341,248,29
20240604-1200,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 5M)",2 portals active (2 hosts),138,1,3,3,672,04-06-2024,12:00:00,04-06-2024 12:00,149,1.2,179,65
20240604-1800,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 5M)",2 portals active (2 hosts),138,5,3,3,668,04-06-2024,18:00:00,04-06-2024 18:00,19,4,24,79
20240605-0000,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 5M)",2 portals active (2 hosts),138,5,3,3,668,05-06-2024,00:00:00,05-06-2024 00:00,9,53,11,89
20240605-0600,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 5M)",2 portals active (2 hosts),138,4,3,3,669,05-06-2024,06:00:00,05-06-2024 06:00,4.6,9.4,28,88
20240605-1200,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 5M)",2 portals active (2 hosts),138,3,3,3,670,05-06-2024,12:00:00,05-06-2024 12:00,1.7,768,3,62
20240605-1800,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 5M)",2 portals active (2 hosts),138,6,3,3,667,05-06-2024,18:00:00,05-06-2024 18:00,2.5,930,4,65
20240606-0000,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 5M)",2 portals active (2 hosts),138,5,3,3,668,06-06-2024,00:00:00,06-06-2024 00:00,1.7,754,4,39
20240606-0600,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 5M)",2 portals active (2 hosts),138,4,3,3,669,06-06-2024,06:00:00,06-06-2024 06:00,2,510,4,54
20240606-1200,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 5M)",2 portals active (2 hosts),138,5,3,3,668,06-06-2024,12:00:00,06-06-2024 12:00,4.2,17,5,51
20240606-1800,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 5M)",2 portals active (2 hosts),138,6,3,3,667,06-06-2024,18:00:00,06-06-2024 18:00,3.8,666,5,51
20240607-0000,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 5M)",2 portals active (2 hosts),138,5,3,3,668,07-06-2024,00:00:00,07-06-2024 00:00,2.5,571,4,48
20240607-0600,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 5M)",2 portals active (2 hosts),139,6,3,3,667,07-06-2024,06:00:00,07-06-2024 06:00,19,18,151,120
20240607-1200,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 5M)",2 portals active (2 hosts),139,5,3,3,668,07-06-2024,12:00:00,07-06-2024 12:00,272,1.2,37,70
20240607-1800,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 5M)",2 portals active (2 hosts),139,4,3,3,669,07-06-2024,18:00:00,07-06-2024 18:00,3,7.8,3,70
20240608-0000,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 5M)",2 portals active (2 hosts),139,11,3,3,662,08-06-2024,00:00:00,08-06-2024 00:00,1.7,681,3,45
20240608-0600,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 5M)",2 portals active (2 hosts),139,2,3,3,671,08-06-2024,06:00:00,08-06-2024 06:00,1.9,58,2,76
20240608-1200,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 5M)",2 portals active (2 hosts),139,5,3,3,668,08-06-2024,12:00:00,08-06-2024 12:00,1.7,711,3,55
20240608-1800,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 5M)",2 portals active (2 hosts),139,5,3,3,668,08-06-2024,18:00:00,08-06-2024 18:00,1.5,901,3,40
20240609-0000,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 5M)",2 portals active (2 hosts),139,8,3,3,665,09-06-2024,00:00:00,09-06-2024 00:00,1.7,471,2,40
20240609-0600,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 5M)",2 portals active (2 hosts),139,5,3,3,668,09-06-2024,06:00:00,09-06-2024 06:00,1.7,945,3,68
20240609-1200,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 5M)",2 portals active (2 hosts),139,2,3,3,671,09-06-2024,12:00:00,09-06-2024 12:00,1.7,650,3,59
20240609-1800,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 5M)",2 portals active (2 hosts),139,5,3,3,668,09-06-2024,18:00:00,09-06-2024 18:00,1.7,62,2,62
20240610-0000,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 5M)",2 portals active (2 hosts),139,4,3,3,669,10-06-2024,00:00:00,10-06-2024 00:00,1.7,601,3,41
20240610-0600,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 5M)",2 portals active (2 hosts),139,3,3,3,670,10-06-2024,06:00:00,10-06-2024 06:00,1.7,527,2,31
20240610-1200,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 5M)",2 portals active (2 hosts),139,9,3,3,664,10-06-2024,12:00:00,10-06-2024 12:00,2.5,2.3,4,62
20240610-1800,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 5M)",2 portals active (2 hosts),139,3,3,3,670,10-06-2024,18:00:00,10-06-2024 18:00,6,59,4,67
20240611-0000,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 5M)",2 portals active (2 hosts),139,2,3,3,671,11-06-2024,00:00:00,11-06-2024 00:00,1.7,720,2,46
20240611-0600,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 5M)",2 portals active (2 hosts),139,4,3,3,669,11-06-2024,06:00:00,11-06-2024 06:00,2.2,7.8,4,91
20240611-1200,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 5M)",2 portals active (2 hosts),139,3,3,3,670,11-06-2024,12:00:00,11-06-2024 12:00,4.3,578,4,55
20240611-1800,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 5M)",2 portals active (2 hosts),139,4,3,3,669,11-06-2024,18:00:00,11-06-2024 18:00,1.7,2.3,3,64
20240612-0000,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 5M)",2 portals active (2 hosts),139,2,3,3,671,12-06-2024,00:00:00,12-06-2024 00:00,3.2,1,3,87
20240612-0600,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 5M)",2 portals active (2 hosts),139,7,3,3,666,12-06-2024,06:00:00,12-06-2024 06:00,2.1,414,3,25
20240612-1200,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 5M)",2 portals active (2 hosts),139,4,3,3,669,12-06-2024,12:00:00,12-06-2024 12:00,14,3.7,4,382
20240612-1800,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 5M)",2 portals active (2 hosts),139,2,3,3,671,12-06-2024,18:00:00,12-06-2024 18:00,2.8,813,4,67
20240613-0000,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 5M)",2 portals active (2 hosts),139,8,3,3,665,13-06-2024,00:00:00,13-06-2024 00:00,2.5,22,4,51
20240613-0600,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 5M)",2 portals active (2 hosts),139,5,3,3,668,13-06-2024,06:00:00,13-06-2024 06:00,20,292,24,29
20240613-1200,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 5M)",2 portals active (2 hosts),139,7,3,3,666,13-06-2024,12:00:00,13-06-2024 12:00,33,111,29,94
20240613-1800,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 5M)",2 portals active (2 hosts),139,8,3,3,665,13-06-2024,18:00:00,13-06-2024 18:00,319,916,89,56
20240614-0000,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 5M)",2 portals active (2 hosts),139,6,3,3,667,14-06-2024,00:00:00,14-06-2024 00:00,17,460,21,47
20240614-0600,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 5M)",2 portals active (2 hosts),139,5,3,3,668,14-06-2024,06:00:00,14-06-2024 06:00,149,897,170,75
20240614-1200,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 5M)",2 portals active (2 hosts),139,6,3,3,667,14-06-2024,12:00:00,14-06-2024 12:00,211,1.2,209,59
20240614-1800,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 5M)",2 portals active (2 hosts),139,4,3,3,669,14-06-2024,18:00:00,14-06-2024 18:00,69,652,81,36
20240615-0000,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 5M)",2 portals active (2 hosts),139,4,3,3,669,15-06-2024,00:00:00,15-06-2024 00:00,318,33,361,85
20240615-0600,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 5M)",2 portals active (2 hosts),139,4,3,3,669,15-06-2024,06:00:00,15-06-2024 06:00,238,317,243,30
20240615-1200,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 5M)",2 portals active (2 hosts),139,2,3,3,671,15-06-2024,12:00:00,15-06-2024 12:00,291,567,295,43
20240615-1800,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 5M)",2 portals active (2 hosts),139,6,3,3,667,15-06-2024,18:00:00,15-06-2024 18:00,430,627,396,37
20240616-0000,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 5M)",2 portals active (2 hosts),139,1,3,3,672,16-06-2024,00:00:00,16-06-2024 00:00,502,1.3,317,76
20240616-0600,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 5M)",2 portals active (2 hosts),139,4,3,3,669,16-06-2024,06:00:00,16-06-2024 06:00,410,54,474,73
20240616-1200,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 5M)",2 portals active (2 hosts),139,6,3,3,667,16-06-2024,12:00:00,16-06-2024 12:00,544,645,475,46
20240616-1800,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 5M)",2 portals active (2 hosts),139,6,3,3,667,16-06-2024,18:00:00,16-06-2024 18:00,497,567,474,42
20240617-0000,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 5M)",2 portals active (2 hosts),139,5,3,3,668,17-06-2024,00:00:00,17-06-2024 00:00,868,1.2,480,46
20240617-0600,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 5M)",2 portals active (2 hosts),139,6,3,3,667,17-06-2024,06:00:00,17-06-2024 06:00,410,569,472,30
20240617-1200,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 5M)",2 portals active (2 hosts),139,4,3,3,669,17-06-2024,12:00:00,17-06-2024 12:00,775,714,482,38
20240617-1800,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 6M)",2 portals active (2 hosts),139,7,3,3,666,17-06-2024,18:00:00,17-06-2024 18:00,622,825,477,59
20240618-0000,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 6M)",2 portals active (2 hosts),139,8,3,3,665,18-06-2024,00:00:00,18-06-2024 00:00,915,53,472,104
20240618-0600,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 6M)",2 portals active (2 hosts),139,4,3,3,669,18-06-2024,06:00:00,18-06-2024 06:00,406,49,466,57
20240618-1200,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 6M)",2 portals active (2 hosts),139,7,3,3,666,18-06-2024,12:00:00,18-06-2024 12:00,706,1.2,452,73
20240618-1800,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 6M)",2 portals active (2 hosts),139,2,3,3,671,18-06-2024,18:00:00,18-06-2024 18:00,640,53,475,123
20240619-0000,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 6M)",2 portals active (2 hosts),139,8,3,3,665,19-06-2024,00:00:00,19-06-2024 00:00,1,2,393,67
20240619-0600,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 6M)",2 portals active (2 hosts),139,3,3,3,670,19-06-2024,06:00:00,19-06-2024 06:00,544,664,385,66
20240619-1200,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 6M)",2 portals active (2 hosts),139,4,3,3,669,19-06-2024,12:00:00,19-06-2024 12:00,399,1.9,226,92
20240619-1800,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 6M)",2 portals active (2 hosts),139,3,3,3,670,19-06-2024,18:00:00,19-06-2024 18:00,181,1.6,214,112
20240620-0000,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 6M)",2 portals active (2 hosts),139,6,3,3,667,20-06-2024,00:00:00,20-06-2024 00:00,382,50,206,93
20240620-0600,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 6M)",2 portals active (2 hosts),139,1,3,3,672,20-06-2024,06:00:00,20-06-2024 06:00,49,782,49,56
20240620-1200,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 6M)",2 portals active (2 hosts),139,1,3,3,672,20-06-2024,12:00:00,20-06-2024 12:00,1.2,3.8,290,110
20240620-1800,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 6M)",2 portals active (2 hosts),140,5,3,3,668,20-06-2024,18:00:00,20-06-2024 18:00,906,817,347,71
20240621-0000,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 6M)",2 portals active (2 hosts),140,8,3,3,665,21-06-2024,00:00:00,21-06-2024 00:00,1.3,1.3,362,46
20240621-0600,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 6M)",2 portals active (2 hosts),140,5,3,3,668,21-06-2024,06:00:00,21-06-2024 06:00,867,895,480,71
20240621-1200,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 6M)",2 portals active (2 hosts),140,5,3,3,668,21-06-2024,12:00:00,21-06-2024 12:00,417,3.3,463,66
20240621-1800,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 6M)",2 portals active (2 hosts),140,11,3,3,662,21-06-2024,18:00:00,21-06-2024 18:00,415,1,477,106
20240622-0000,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 6M)",2 portals active (2 hosts),140,8,3,3,665,22-06-2024,00:00:00,22-06-2024 00:00,954,1.1,484,64
20240622-0600,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 6M)",2 portals active (2 hosts),140,3,3,3,670,22-06-2024,06:00:00,22-06-2024 06:00,464,1.9,475,107
20240622-1200,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 6M)",2 portals active (2 hosts),140,7,3,4,666,22-06-2024,12:00:00,22-06-2024 12:00,410,48,473,120
20240622-1800,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 6M)",2 portals active (2 hosts),140,6,3,4,667,22-06-2024,18:00:00,22-06-2024 18:00,409,943,472,120
20240623-0000,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 6M)",2 portals active (2 hosts),140,7,3,4,666,23-06-2024,00:00:00,23-06-2024 00:00,525,942,464,73
20240623-0600,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 6M)",2 portals active (2 hosts),140,7,3,4,666,23-06-2024,06:00:00,23-06-2024 06:00,498,767,574,62
20240623-1200,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 6M)",2 portals active (2 hosts),140,4,3,4,669,23-06-2024,12:00:00,23-06-2024 12:00,539,13,471,116
20240623-1800,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 6M)",2 portals active (2 hosts),140,9,3,4,664,23-06-2024,18:00:00,23-06-2024 18:00,285,926,324,87
20240624-0000,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 6M)",2 portals active (2 hosts),140,4,3,4,669,24-06-2024,00:00:00,24-06-2024 00:00,469,895,346,180
20240624-0600,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 6M)",2 portals active (2 hosts),140,9,3,4,664,24-06-2024,06:00:00,24-06-2024 06:00,223,49,246,78
20240624-1200,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 6M)",2 portals active (2 hosts),140,7,3,4,666,24-06-2024,12:00:00,24-06-2024 12:00,91,1.5,101,70
20240624-1800,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 6M)",1 portal active (1 hosts),140,4,3,4,669,24-06-2024,18:00:00,24-06-2024 18:00,177,761,200,59
20240625-0000,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 6M)",1 portal active (1 hosts),140,8,3,4,665,25-06-2024,00:00:00,25-06-2024 00:00,161,15,169,100
20240625-0600,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 6M)",1 portal active (1 hosts),140,7,3,4,666,25-06-2024,06:00:00,25-06-2024 06:00,62,583,72,42
20240625-1200,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 6M)",1 portal active (1 hosts),140,6,3,4,667,25-06-2024,12:00:00,25-06-2024 12:00,5.4,48,6,76
20240625-1800,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 6M)",1 portal active (1 hosts),140,6,3,4,667,25-06-2024,18:00:00,25-06-2024 18:00,1.7,3.2,2,75
20240626-0000,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 6M)",1 portal active (1 hosts),140,7,3,4,666,26-06-2024,00:00:00,26-06-2024 00:00,35,824,24,64
20240626-0600,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 6M)",1 portal active (1 hosts),140,5,3,4,668,26-06-2024,06:00:00,26-06-2024 06:00,569,655,15,51
20240626-1200,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 6M)",1 portal active (1 hosts),140,3,3,4,670,26-06-2024,12:00:00,26-06-2024 12:00,3.2,1.2,3,82
20240626-1800,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 6M)",1 portal active (1 hosts),140,4,3,4,669,26-06-2024,18:00:00,26-06-2024 18:00,2.2,4,3,59
20240627-0000,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 6M)",1 portal active (1 hosts),140,6,3,4,667,27-06-2024,00:00:00,27-06-2024 00:00,456,878,10,50
20240627-0600,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 6M)",1 portal active (1 hosts),140,5,3,4,668,27-06-2024,06:00:00,27-06-2024 06:00,1.7,56,2,91
20240627-1200,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 6M)",1 portal active (1 hosts),140,8,3,4,665,27-06-2024,12:00:00,27-06-2024 12:00,8.3,1.2,4,67
20240627-1800,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 6M)",1 portal active (1 hosts),140,3,3,4,670,27-06-2024,18:00:00,27-06-2024 18:00,2.4,58,3,80
20240628-0000,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 6M)",1 portal active (1 hosts),140,4,3,4,669,28-06-2024,00:00:00,28-06-2024 00:00,2,921,3,50
20240628-0600,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 6M)",1 portal active (1 hosts),141,7,3,4,666,28-06-2024,06:00:00,28-06-2024 06:00,2.8,54,4,58
20240628-1200,HEALTH_WARN,"112 osds: 112 up (since 3M), 112 in (since 6M)",1 portal active (1 hosts),141,2,3,4,671,28-06-2024,12:00:00,28-06-2024 12:00,13,6.6,7,170
20240628-1800,HEALTH_WARN,"112 osds: 112 up (since 4M), 112 in (since 6M)",1 portal active (1 hosts),141,7,3,4,666,28-06-2024,18:00:00,28-06-2024 18:00,15,1,5,75
20240629-0000,HEALTH_WARN,"112 osds: 112 up (since 4M), 112 in (since 6M)",1 portal active (1 hosts),141,4,3,4,669,29-06-2024,00:00:00,29-06-2024 00:00,14,941,5,63
20240629-0600,HEALTH_WARN,"112 osds: 112 up (since 4M), 112 in (since 6M)",1 portal active (1 hosts),141,10,3,4,663,29-06-2024,06:00:00,29-06-2024 06:00,14,51,5,116
20240629-1200,HEALTH_WARN,"112 osds: 112 up (since 4M), 112 in (since 6M)",1 portal active (1 hosts),141,7,3,4,666,29-06-2024,12:00:00,29-06-2024 12:00,7.8,1,5,62
20240629-1800,HEALTH_WARN,"112 osds: 112 up (since 4M), 112 in (since 6M)",1 portal active (1 hosts),141,11,3,4,662,29-06-2024,18:00:00,29-06-2024 18:00,73,1.1,8,75
20240630-0000,HEALTH_WARN,"112 osds: 112 up (since 4M), 112 in (since 6M)",1 portal active (1 hosts),141,4,3,4,669,30-06-2024,00:00:00,30-06-2024 00:00,604,1.3,44,88
20240630-0600,HEALTH_WARN,"112 osds: 112 up (since 4M), 112 in (since 6M)",1 portal active (1 hosts),141,9,3,4,664,30-06-2024,06:00:00,30-06-2024 06:00,80,837,9,71
20240630-1200,HEALTH_WARN,"112 osds: 112 up (since 4M), 112 in (since 6M)",1 portal active (1 hosts),141,6,3,4,667,30-06-2024,12:00:00,30-06-2024 12:00,667,1.8,20,67
20240630-1800,HEALTH_WARN,"112 osds: 112 up (since 4M), 112 in (since 6M)",1 portal active (1 hosts),141,6,3,4,667,30-06-2024,18:00:00,30-06-2024 18:00,7.2,694,6,30
20240701-0000,HEALTH_WARN,"112 osds: 112 up (since 4M), 112 in (since 6M)",1 portal active (1 hosts),141,9,3,4,664,01-07-2024,00:00:00,01-07-2024 00:00,76,815,12,162
20240701-0600,HEALTH_WARN,"112 osds: 112 up (since 4M), 112 in (since 6M)",1 portal active (1 hosts),141,5,3,4,668,01-07-2024,06:00:00,01-07-2024 06:00,32,693,7,32
20240701-1200,HEALTH_WARN,"112 osds: 112 up (since 4M), 112 in (since 6M)",1 portal active (1 hosts),141,8,3,4,665,01-07-2024,12:00:00,01-07-2024 12:00,44,1.2,6,96
20240701-1800,HEALTH_WARN,"112 osds: 112 up (since 4M), 112 in (since 6M)",1 portal active (1 hosts),141,5,3,4,668,01-07-2024,18:00:00,01-07-2024 18:00,151,1.9,9,49
20240702-0000,HEALTH_WARN,"112 osds: 112 up (since 4M), 112 in (since 6M)",1 portal active (1 hosts),141,8,3,4,665,02-07-2024,00:00:00,02-07-2024 00:00,27,1020,4,101
20240702-0600,HEALTH_WARN,"112 osds: 112 up (since 4M), 112 in (since 6M)",1 portal active (1 hosts),141,9,3,4,664,02-07-2024,06:00:00,02-07-2024 06:00,5.9,49,4,62
20240702-1200,HEALTH_WARN,"112 osds: 112 up (since 4M), 112 in (since 6M)",1 portal active (1 hosts),141,4,3,4,669,02-07-2024,12:00:00,02-07-2024 12:00,6.3,1.9,5,88
20240702-1800,HEALTH_WARN,"112 osds: 112 up (since 4M), 112 in (since 6M)",1 portal active (1 hosts),142,5,3,4,668,02-07-2024,18:00:00,02-07-2024 18:00,9,1.8,4,160
20240703-0000,HEALTH_WARN,"112 osds: 112 up (since 4M), 112 in (since 6M)",1 portal active (1 hosts),142,3,3,4,670,03-07-2024,00:00:00,03-07-2024 00:00,13,1.7,4,60
20240703-0600,HEALTH_WARN,"112 osds: 112 up (since 4M), 112 in (since 6M)",1 portal active (1 hosts),142,7,3,4,666,03-07-2024,06:00:00,03-07-2024 06:00,6.3,896,3,35
20240703-1200,HEALTH_WARN,"112 osds: 112 up (since 4M), 112 in (since 6M)",1 portal active (1 hosts),142,8,3,4,665,03-07-2024,12:00:00,03-07-2024 12:00,26,16,433,276
20240703-1800,HEALTH_WARN,"112 osds: 112 up (since 4M), 112 in (since 6M)",1 portal active (1 hosts),142,5,3,4,668,03-07-2024,18:00:00,03-07-2024 18:00,22,5.4,400,91
20240704-0000,HEALTH_WARN,"112 osds: 112 up (since 4M), 112 in (since 6M)",1 portal active (1 hosts),142,8,3,4,665,04-07-2024,00:00:00,04-07-2024 00:00,20,58,339,81
20240704-0600,HEALTH_WARN,"112 osds: 112 up (since 4M), 112 in (since 6M)",1 portal active (1 hosts),142,2,3,4,671,04-07-2024,06:00:00,04-07-2024 06:00,39,703,290,36
20240704-1200,HEALTH_WARN,"112 osds: 112 up (since 4M), 112 in (since 6M)",1 portal active (1 hosts),142,7,3,4,666,04-07-2024,12:00:00,04-07-2024 12:00,19,60,403,110
20240704-1800,HEALTH_WARN,"112 osds: 112 up (since 4M), 112 in (since 6M)",1 portal active (1 hosts),142,7,3,4,666,04-07-2024,18:00:00,04-07-2024 18:00,24,5.3,246,63
20240705-0000,HEALTH_WARN,"112 osds: 112 up (since 4M), 112 in (since 6M)",1 portal active (1 hosts),142,4,3,4,669,05-07-2024,00:00:00,05-07-2024 00:00,24,612,290,51
20240705-0600,HEALTH_WARN,"112 osds: 112 up (since 4M), 112 in (since 6M)",1 portal active (1 hosts),142,3,3,4,670,05-07-2024,06:00:00,05-07-2024 06:00,21,822,249,70
20240705-1200,HEALTH_WARN,"112 osds: 112 up (since 4M), 112 in (since 6M)",1 portal active (1 hosts),142,3,3,4,670,05-07-2024,12:00:00,05-07-2024 12:00,20,4.5,453,86
20240705-1800,HEALTH_WARN,"112 osds: 112 up (since 4M), 112 in (since 6M)",1 portal active (1 hosts),142,6,3,4,667,05-07-2024,18:00:00,05-07-2024 18:00,20,4.2,644,83
20240706-0000,HEALTH_WARN,"112 osds: 112 up (since 4M), 112 in (since 6M)",1 portal active (1 hosts),142,6,3,4,667,06-07-2024,00:00:00,06-07-2024 00:00,35,53,373,79
20240706-0600,HEALTH_WARN,"112 osds: 112 up (since 4M), 112 in (since 6M)",1 portal active (1 hosts),142,4,3,4,669,06-07-2024,06:00:00,06-07-2024 06:00,21,62,584,81
20240706-1200,HEALTH_WARN,"112 osds: 112 up (since 4M), 112 in (since 6M)",1 portal active (1 hosts),142,5,3,4,668,06-07-2024,12:00:00,06-07-2024 12:00,24,979,556,49
20240706-1800,HEALTH_WARN,"112 osds: 112 up (since 4M), 112 in (since 6M)",1 portal active (1 hosts),142,1,3,4,672,06-07-2024,18:00:00,06-07-2024 18:00,20,808,882,54
20240707-0000,HEALTH_WARN,"112 osds: 112 up (since 4M), 112 in (since 6M)",1 portal active (1 hosts),142,3,3,4,670,07-07-2024,00:00:00,07-07-2024 00:00,26,858,715,61
20240707-0600,HEALTH_WARN,"112 osds: 112 up (since 4M), 112 in (since 6M)",1 portal active (1 hosts),142,4,3,4,669,07-07-2024,06:00:00,07-07-2024 06:00,35,939,688,61
20240707-1200,HEALTH_WARN,"112 osds: 112 up (since 4M), 112 in (since 6M)",1 portal active (1 hosts),142,3,3,4,670,07-07-2024,12:00:00,07-07-2024 12:00,27,53,738,63
20240707-1800,HEALTH_WARN,"112 osds: 112 up (since 4M), 112 in (since 6M)",1 portal active (1 hosts),142,5,3,4,668,07-07-2024,18:00:00,07-07-2024 18:00,32,1,720,62
20240708-0000,HEALTH_WARN,"112 osds: 112 up (since 4M), 112 in (since 6M)",1 portal active (1 hosts),142,5,3,4,668,08-07-2024,00:00:00,08-07-2024 00:00,27,976,733,67
20240708-0600,HEALTH_WARN,"112 osds: 112 up (since 4M), 112 in (since 6M)",1 portal active (1 hosts),142,8,3,4,665,08-07-2024,06:00:00,08-07-2024 06:00,33,1.1,710,64
20240708-1200,HEALTH_WARN,"112 osds: 112 up (since 4M), 112 in (since 6M)",1 portal active (1 hosts),142,5,3,4,668,08-07-2024,12:00:00,08-07-2024 12:00,24,35,760,182
20240708-1800,HEALTH_WARN,"112 osds: 112 up (since 4M), 112 in (since 6M)",1 portal active (1 hosts),142,2,3,4,671,08-07-2024,18:00:00,08-07-2024 18:00,29,3.3,763,98
