timestamp,health,osds,active,disk_usage(TiB),scrubbing,mons,runningtime,active_clean,date,time,date_time,rd_bw(KiB/s),wr_bw(KiB/s),rd_ops(op/s),wr_ops(op/s)
20250510-0000,HEALTH_WARN,"112 osds: 112 up (since 14M), 112 in (since 16M)",1 portal active (1 hosts),184,6,3,14,667,10-05-2025,00:00:00,10-05-2025 00:00,482,175,511,412
20250510-0600,HEALTH_WARN,"112 osds: 112 up (since 14M), 112 in (since 16M)",1 portal active (1 hosts),184,11,3,14,662,10-05-2025,06:00:00,10-05-2025 06:00,377,2.6,429,320
20250510-1200,HEALTH_WARN,"112 osds: 112 up (since 14M), 112 in (since 16M)",1 portal active (1 hosts),184,5,3,14,668,10-05-2025,12:00:00,10-05-2025 12:00,756,185,458,434
20250510-1800,HEALTH_WARN,"112 osds: 112 up (since 14M), 112 in (since 16M)",1 portal active (1 hosts),184,3,3,14,670,10-05-2025,18:00:00,10-05-2025 18:00,1.1,59,639,310
20250511-0000,HEALTH_WARN,"112 osds: 112 up (since 14M), 112 in (since 16M)",1 portal active (1 hosts),184,11,3,14,662,11-05-2025,00:00:00,11-05-2025 00:00,361,135,403,385
20250511-0600,HEALTH_WARN,"112 osds: 112 up (since 14M), 112 in (since 16M)",1 portal active (1 hosts),184,8,3,14,665,11-05-2025,06:00:00,11-05-2025 06:00,808,48,365,462
20250511-1200,HEALTH_WARN,"112 osds: 112 up (since 14M), 112 in (since 16M)",1 portal active (1 hosts),184,10,3,14,663,11-05-2025,12:00:00,11-05-2025 12:00,452,137,264,337
20250511-1800,HEALTH_WARN,"112 osds: 112 up (since 14M), 112 in (since 16M)",1 portal active (1 hosts),184,9,3,14,664,11-05-2025,18:00:00,11-05-2025 18:00,332,2.6,164,390
20250512-0000,HEALTH_WARN,"112 osds: 112 up (since 14M), 112 in (since 16M)",1 portal active (1 hosts),184,7,3,14,666,12-05-2025,00:00:00,12-05-2025 00:00,161,174,92,341
20250512-0600,HEALTH_WARN,"112 osds: 112 up (since 14M), 112 in (since 16M)",1 portal active (1 hosts),184,11,3,14,662,12-05-2025,06:00:00,12-05-2025 06:00,100,2,66,336
20250512-1200,HEALTH_WARN,"112 osds: 112 up (since 14M), 112 in (since 16M)",1 portal active (1 hosts),184,6,3,14,667,12-05-2025,12:00:00,12-05-2025 12:00,830,123,45,261
20250512-1800,HEALTH_WARN,"112 osds: 112 up (since 14M), 112 in (since 16M)",1 portal active (1 hosts),184,5,3,14,668,12-05-2025,18:00:00,12-05-2025 18:00,265,2.9,103,313
20250513-0000,HEALTH_WARN,"112 osds: 112 up (since 14M), 112 in (since 16M)",1 portal active (1 hosts),184,7,3,14,666,13-05-2025,00:00:00,13-05-2025 00:00,20,172,21,380
20250513-0600,HEALTH_WARN,"112 osds: 112 up (since 14M), 112 in (since 16M)",1 portal active (1 hosts),184,11,3,14,662,13-05-2025,06:00:00,13-05-2025 06:00,2.9,44,3,420
20250513-1200,HEALTH_WARN,"112 osds: 112 up (since 14M), 112 in (since 16M)",1 portal active (1 hosts),184,7,3,14,666,13-05-2025,12:00:00,13-05-2025 12:00,14,148,6,297
20250513-1800,HEALTH_WARN,"112 osds: 112 up (since 14M), 112 in (since 17M)",1 portal active (1 hosts),184,4,3,14,669,13-05-2025,18:00:00,13-05-2025 18:00,3.2,37,4,64
20250514-0000,HEALTH_WARN,"112 osds: 112 up (since 14M), 112 in (since 17M)",1 portal active (1 hosts),184,7,3,14,666,14-05-2025,00:00:00,14-05-2025 00:00,237,136,5,397
20250514-0600,HEALTH_WARN,"112 osds: 112 up (since 14M), 112 in (since 17M)",1 portal active (1 hosts),184,7,3,14,666,14-05-2025,06:00:00,14-05-2025 06:00,75,42,7,313
20250514-1200,HEALTH_WARN,"112 osds: 112 up (since 14M), 112 in (since 17M)",1 portal active (1 hosts),184,3,3,14,670,14-05-2025,12:00:00,14-05-2025 12:00,6.2,202,7,327
20250514-1800,HEALTH_WARN,"112 osds: 112 up (since 14M), 112 in (since 17M)",1 portal active (1 hosts),184,6,3,14,667,14-05-2025,18:00:00,14-05-2025 18:00,3.3,1.6,4,48
20250515-0000,HEALTH_WARN,"112 osds: 112 up (since 14M), 112 in (since 17M)",1 portal active (1 hosts),184,9,3,14,664,15-05-2025,00:00:00,15-05-2025 00:00,4.9,126,4,90
20250515-0600,HEALTH_WARN,"112 osds: 112 up (since 14M), 112 in (since 17M)",1 portal active (1 hosts),184,6,3,14,667,15-05-2025,06:00:00,15-05-2025 06:00,2.3,451,3,42
20250515-1200,HEALTH_WARN,"112 osds: 112 up (since 14M), 112 in (since 17M)",1 portal active (1 hosts),184,17,3,14,656,15-05-2025,12:00:00,15-05-2025 12:00,15,123,4,126
20250515-1800,HEALTH_WARN,"112 osds: 112 up (since 14M), 112 in (since 17M)",1 portal active (1 hosts),184,11,3,14,662,15-05-2025,18:00:00,15-05-2025 18:00,5.3,58,3,51
20250516-0000,HEALTH_WARN,"112 osds: 112 up (since 14M), 112 in (since 17M)",1 portal active (1 hosts),184,6,3,14,667,16-05-2025,00:00:00,16-05-2025 00:00,31,134,5,94
20250516-0600,HEALTH_WARN,"112 osds: 112 up (since 14M), 112 in (since 17M)",1 portal active (1 hosts),185,10,3,14,663,16-05-2025,06:00:00,16-05-2025 06:00,61,331,5,33
20250516-1200,HEALTH_WARN,"112 osds: 112 up (since 14M), 112 in (since 17M)",1 portal active (1 hosts),185,11,3,14,662,16-05-2025,12:00:00,16-05-2025 12:00,15,169,5,133
20250516-1800,HEALTH_WARN,"112 osds: 112 up (since 14M), 112 in (since 17M)",1 portal active (1 hosts),185,10,3,14,663,16-05-2025,18:00:00,16-05-2025 18:00,64,46,6,68
20250517-0000,HEALTH_WARN,"112 osds: 112 up (since 14M), 112 in (since 17M)",1 portal active (1 hosts),185,3,3,14,670,17-05-2025,00:00:00,17-05-2025 00:00,3.3,205,3,119
20250517-0600,HEALTH_WARN,"112 osds: 112 up (since 14M), 112 in (since 17M)",1 portal active (1 hosts),185,6,3,14,667,17-05-2025,06:00:00,17-05-2025 06:00,3.8,333,3,24
20250517-1200,HEALTH_WARN,"112 osds: 112 up (since 14M), 112 in (since 17M)",1 portal active (1 hosts),185,4,3,14,669,17-05-2025,12:00:00,17-05-2025 12:00,1.7,184,3,104
20250517-1800,HEALTH_WARN,"112 osds: 112 up (since 14M), 112 in (since 17M)",1 portal active (1 hosts),185,8,3,14,665,17-05-2025,18:00:00,17-05-2025 18:00,1.7,455,2,34
20250518-0000,HEALTH_WARN,"112 osds: 112 up (since 14M), 112 in (since 17M)",1 portal active (1 hosts),185,8,3,14,665,18-05-2025,00:00:00,18-05-2025 00:00,64,149,6,116
20250518-0600,HEALTH_WARN,"112 osds: 112 up (since 14M), 112 in (since 17M)",1 portal active (1 hosts),185,8,3,14,665,18-05-2025,06:00:00,18-05-2025 06:00,2.6,437,4,35
20250518-1200,HEALTH_WARN,"112 osds: 112 up (since 14M), 112 in (since 17M)",1 portal active (1 hosts),185,8,3,15,665,18-05-2025,12:00:00,18-05-2025 12:00,1.5,158,3,91
20250518-1800,HEALTH_WARN,"112 osds: 112 up (since 14M), 112 in (since 17M)",1 portal active (1 hosts),185,9,3,15,664,18-05-2025,18:00:00,18-05-2025 18:00,21,59,6,62
20250519-0000,HEALTH_WARN,"112 osds: 112 up (since 14M), 112 in (since 17M)",1 portal active (1 hosts),185,11,3,15,662,19-05-2025,00:00:00,19-05-2025 00:00,2.5,173,4,101
20250519-0600,HEALTH_WARN,"112 osds: 112 up (since 14M), 112 in (since 17M)",1 portal active (1 hosts),185,4,3,15,669,19-05-2025,06:00:00,19-05-2025 06:00,63,274,6,29
20250519-1200,HEALTH_WARN,"112 osds: 112 up (since 14M), 112 in (since 17M)",1 portal active (1 hosts),185,9,3,15,664,19-05-2025,12:00:00,19-05-2025 12:00,21,130,10,111
20250519-1800,HEALTH_WARN,"112 osds: 112 up (since 14M), 112 in (since 17M)",1 portal active (1 hosts),185,7,3,15,666,19-05-2025,18:00:00,19-05-2025 18:00,8,470,5,41
20250520-0000,HEALTH_WARN,"112 osds: 112 up (since 14M), 112 in (since 17M)",1 portal active (1 hosts),185,11,3,15,662,20-05-2025,00:00:00,20-05-2025 00:00,2.7,145,5,100
20250520-0600,HEALTH_WARN,"112 osds: 112 up (since 14M), 112 in (since 17M)",1 portal active (1 hosts),185,11,3,15,662,20-05-2025,06:00:00,20-05-2025 06:00,64,18,8,68
20250520-1200,HEALTH_WARN,"112 osds: 112 up (since 14M), 112 in (since 17M)",1 portal active (1 hosts),185,6,3,15,667,20-05-2025,12:00:00,20-05-2025 12:00,6.7,158,6,122
20250520-1800,HEALTH_WARN,"112 osds: 112 up (since 14M), 112 in (since 17M)",1 portal active (1 hosts),185,5,3,15,668,20-05-2025,18:00:00,20-05-2025 18:00,3.9,10,58,85
20250521-0000,HEALTH_WARN,"112 osds: 112 up (since 14M), 112 in (since 17M)",1 portal active (1 hosts),185,9,3,15,664,21-05-2025,00:00:00,21-05-2025 00:00,2.3,174,5,119
20250521-0600,HEALTH_WARN,"112 osds: 112 up (since 14M), 112 in (since 17M)",1 portal active (1 hosts),185,9,3,15,664,21-05-2025,06:00:00,21-05-2025 06:00,1.9,43,4,54
20250521-1200,HEALTH_WARN,"112 osds: 112 up (since 14M), 112 in (since 17M)",1 portal active (1 hosts),185,7,3,15,666,21-05-2025,12:00:00,21-05-2025 12:00,293,142,8,123
20250521-1800,HEALTH_WARN,"112 osds: 112 up (since 14M), 112 in (since 17M)",1 portal active (1 hosts),185,5,3,15,668,21-05-2025,18:00:00,21-05-2025 18:00,2.8,1.7,5,61
20250522-0000,HEALTH_WARN,"112 osds: 112 up (since 14M), 112 in (since 17M)",1 portal active (1 hosts),185,11,3,15,662,22-05-2025,00:00:00,22-05-2025 00:00,2.9,158,5,123
20250522-0600,HEALTH_WARN,"112 osds: 112 up (since 14M), 112 in (since 17M)",1 portal active (1 hosts),185,4,3,15,669,22-05-2025,06:00:00,22-05-2025 06:00,3.2,368,5,29
20250522-1200,HEALTH_WARN,"112 osds: 112 up (since 14M), 112 in (since 17M)",1 portal active (1 hosts),185,7,3,15,666,22-05-2025,12:00:00,22-05-2025 12:00,13,196,6,127
20250522-1800,HEALTH_WARN,"112 osds: 112 up (since 14M), 112 in (since 17M)",1 portal active (1 hosts),185,13,3,15,660,22-05-2025,18:00:00,22-05-2025 18:00,2.7,2.9,4,42
20250523-0000,HEALTH_WARN,"112 osds: 112 up (since 14M), 112 in (since 17M)",1 portal active (1 hosts),185,4,3,15,669,23-05-2025,00:00:00,23-05-2025 00:00,2.4,173,8,103
20250523-0600,HEALTH_WARN,"112 osds: 112 up (since 14M), 112 in (since 17M)",1 portal active (1 hosts),185,12,3,15,661,23-05-2025,06:00:00,23-05-2025 06:00,13,12,77,53
20250523-1200,HEALTH_WARN,"112 osds: 112 up (since 14M), 112 in (since 17M)",1 portal active (1 hosts),185,11,3,15,662,23-05-2025,12:00:00,23-05-2025 12:00,60,168,37,379
20250523-1800,HEALTH_WARN,"112 osds: 112 up (since 14M), 112 in (since 17M)",1 portal active (1 hosts),185,5,3,15,668,23-05-2025,18:00:00,23-05-2025 18:00,54,3.4,10,376
20250524-0000,HEALTH_WARN,"112 osds: 112 up (since 14M), 112 in (since 17M)",1 portal active (1 hosts),185,8,3,15,665,24-05-2025,00:00:00,24-05-2025 00:00,100,148,49,345
20250524-0600,HEALTH_WARN,"112 osds: 112 up (since 14M), 112 in (since 17M)",1 portal active (1 hosts),185,11,3,15,662,24-05-2025,06:00:00,24-05-2025 06:00,87,1.7,98,285
20250524-1200,HEALTH_WARN,"112 osds: 112 up (since 14M), 112 in (since 17M)",1 portal active (1 hosts),185,5,3,15,668,24-05-2025,12:00:00,24-05-2025 12:00,274,209,47,313
20250524-1800,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),185,7,3,15,666,24-05-2025,18:00:00,24-05-2025 18:00,249,2.8,295,426
20250525-0000,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),185,7,3,15,666,25-05-2025,00:00:00,25-05-2025 00:00,305,158,347,383
20250525-0600,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),185,10,3,15,663,25-05-2025,06:00:00,25-05-2025 06:00,314,1.5,358,184
20250525-1200,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),185,12,3,15,661,25-05-2025,12:00:00,25-05-2025 12:00,293,137,344,265
20250525-1800,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),185,14,3,15,659,25-05-2025,18:00:00,25-05-2025 18:00,406,3.1,467,413
20250526-0000,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),185,4,3,15,669,26-05-2025,00:00:00,26-05-2025 00:00,451,155,462,442
20250526-0600,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),185,6,3,15,667,26-05-2025,06:00:00,26-05-2025 06:00,436,4.4,503,338
20250526-1200,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),185,10,3,15,663,26-05-2025,12:00:00,26-05-2025 12:00,547,155,498,179
20250526-1800,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),185,6,3,15,667,26-05-2025,18:00:00,26-05-2025 18:00,449,1.7,502,36
20250527-0000,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),185,5,3,15,668,27-05-2025,00:00:00,27-05-2025 00:00,432,141,499,88
20250527-0600,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),185,11,3,15,662,27-05-2025,06:00:00,27-05-2025 06:00,466,433,537,32
20250527-1200,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),185,8,3,15,665,27-05-2025,12:00:00,27-05-2025 12:00,438,170,504,119
20250527-1800,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),185,6,3,15,667,27-05-2025,18:00:00,27-05-2025 18:00,478,66,550,67
20250528-0000,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),185,9,3,15,664,28-05-2025,00:00:00,28-05-2025 00:00,445,152,513,108
20250528-0600,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),185,9,3,15,664,28-05-2025,06:00:00,28-05-2025 06:00,498,380,566,46
20250528-1200,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),185,5,3,15,668,28-05-2025,12:00:00,28-05-2025 12:00,166,173,199,150
20250528-1800,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),185,2,3,15,671,28-05-2025,18:00:00,28-05-2025 18:00,495,59,555,273
20250529-0000,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),185,6,3,15,667,29-05-2025,00:00:00,29-05-2025 00:00,569,190,646,352
20250529-0600,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),185,7,3,15,666,29-05-2025,06:00:00,29-05-2025 06:00,462,2.6,544,415
20250529-1200,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),185,11,3,15,662,29-05-2025,12:00:00,29-05-2025 12:00,439,148,444,253
20250529-1800,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),185,7,3,15,666,29-05-2025,18:00:00,29-05-2025 18:00,485,4.9,541,313
20250530-0000,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),185,9,3,15,664,30-05-2025,00:00:00,30-05-2025 00:00,530,190,549,296
20250530-0600,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),186,5,3,15,668,30-05-2025,06:00:00,30-05-2025 06:00,18,22,657,460
20250530-1200,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),186,13,3,15,660,30-05-2025,12:00:00,30-05-2025 12:00,445,185,498,320
20250530-1800,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),186,8,3,15,665,30-05-2025,18:00:00,30-05-2025 18:00,427,953,495,63
20250531-0000,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),186,11,3,15,662,31-05-2025,00:00:00,31-05-2025 00:00,460,139,501,106
20250531-0600,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),186,8,3,15,665,31-05-2025,06:00:00,31-05-2025 06:00,434,388,501,40
20250531-1200,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),186,13,3,15,660,31-05-2025,12:00:00,31-05-2025 12:00,533,142,503,107
20250531-1800,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),186,9,3,15,664,31-05-2025,18:00:00,31-05-2025 18:00,518,51,506,71
20250601-0000,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),186,10,3,15,663,01-06-2025,00:00:00,01-06-2025 00:00,461,146,506,128
20250601-0600,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),186,7,3,15,666,01-06-2025,06:00:00,01-06-2025 06:00,1.7,404,4,41
20250601-1200,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),186,4,3,15,669,01-06-2025,12:00:00,01-06-2025 12:00,461,155,501,122
20250601-1800,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),186,9,3,15,664,01-06-2025,18:00:00,01-06-2025 18:00,527,24,605,60
20250602-0000,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),186,5,3,15,668,02-06-2025,00:00:00,02-06-2025 00:00,509,155,509,130
20250602-0600,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),186,8,3,15,665,02-06-2025,06:00:00,02-06-2025 06:00,424,292,489,29
20250602-1200,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),186,4,3,15,669,02-06-2025,12:00:00,02-06-2025 12:00,1.5,187,585,195
20250602-1800,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),186,7,3,15,666,02-06-2025,18:00:00,02-06-2025 18:00,376,48,432,112
20250603-0000,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),186,13,3,15,660,03-06-2025,00:00:00,03-06-2025 00:00,119,138,139,119
20250603-0600,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),186,9,3,15,664,03-06-2025,06:00:00,03-06-2025 06:00,256,536,291,58
20250603-1200,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),186,16,3,15,657,03-06-2025,12:00:00,03-06-2025 12:00,19,150,17,140
20250603-1800,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),186,5,3,15,668,03-06-2025,18:00:00,03-06-2025 18:00,409,4.2,268,542
20250604-0000,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),186,4,3,15,669,04-06-2025,00:00:00,04-06-2025 00:00,49,179,33,452
20250604-0600,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),186,8,3,15,665,04-06-2025,06:00:00,04-06-2025 06:00,91,49,15,386
20250604-1200,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),186,10,3,15,663,04-06-2025,12:00:00,04-06-2025 12:00,2.5,142,17,352
20250604-1800,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),186,5,3,15,668,04-06-2025,18:00:00,04-06-2025 18:00,27,1.9,14,108
20250605-0000,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),186,4,3,15,669,05-06-2025,00:00:00,05-06-2025 00:00,276,186,18,184
20250605-0600,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),186,8,3,15,665,05-06-2025,06:00:00,05-06-2025 06:00,46,916,5,67
20250605-1200,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),186,8,3,15,665,05-06-2025,12:00:00,05-06-2025 12:00,1.3,180,23,197
20250605-1800,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),186,6,3,15,667,05-06-2025,18:00:00,05-06-2025 18:00,16,35,14,474
20250606-0000,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),186,4,3,15,669,06-06-2025,00:00:00,06-06-2025 00:00,18,159,5,443
20250606-0600,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),187,6,3,15,667,06-06-2025,06:00:00,06-06-2025 06:00,17,20,117,446
20250606-1200,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),187,11,3,15,662,06-06-2025,12:00:00,06-06-2025 12:00,163,190,12,309
20250606-1800,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),187,14,3,15,659,06-06-2025,18:00:00,06-06-2025 18:00,196,8.2,15,125
20250607-0000,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),187,11,3,15,662,07-06-2025,00:00:00,07-06-2025 00:00,66,142,8,129
20250607-0600,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),187,12,3,15,661,07-06-2025,06:00:00,07-06-2025 06:00,62,45,8,70
20250607-1200,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),187,12,3,15,661,07-06-2025,12:00:00,07-06-2025 12:00,31,153,6,125
20250607-1800,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),187,12,3,15,661,07-06-2025,18:00:00,07-06-2025 18:00,90,998,6,63
20250608-0000,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),187,9,3,15,664,08-06-2025,00:00:00,08-06-2025 00:00,11,84,4,79
20250608-0600,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),187,7,3,15,666,08-06-2025,06:00:00,08-06-2025 06:00,22,927,6,86
20250608-1200,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),187,10,3,15,663,08-06-2025,12:00:00,08-06-2025 12:00,13,139,4,441
20250608-1800,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),187,10,3,15,663,08-06-2025,18:00:00,08-06-2025 18:00,37,4.6,7,447
20250609-0000,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),187,4,3,15,669,09-06-2025,00:00:00,09-06-2025 00:00,635,156,47,370
20250609-0600,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),187,13,3,15,660,09-06-2025,06:00:00,09-06-2025 06:00,107,15,8,287
20250609-1200,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),187,10,3,15,663,09-06-2025,12:00:00,09-06-2025 12:00,419,145,30,348
20250609-1800,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),187,8,3,15,665,09-06-2025,18:00:00,09-06-2025 18:00,34,7.2,8,79
20250610-0000,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),187,2,3,15,671,10-06-2025,00:00:00,10-06-2025 00:00,38,206,6,198
20250610-0600,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),187,4,3,15,669,10-06-2025,06:00:00,10-06-2025 06:00,6.2,1.4,5,88
20250610-1200,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),187,6,3,15,667,10-06-2025,12:00:00,10-06-2025 12:00,140,149,16,168
20250610-1800,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),187,2,3,15,671,10-06-2025,18:00:00,10-06-2025 18:00,885,32,37,302
20250611-0000,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),187,8,3,15,665,11-06-2025,00:00:00,11-06-2025 00:00,37,158,4,408
20250611-0600,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),187,7,3,15,666,11-06-2025,06:00:00,11-06-2025 06:00,34,1.7,4,155
20250611-1200,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),187,13,3,15,660,11-06-2025,12:00:00,11-06-2025 12:00,502,135,25,334
20250611-1800,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),187,10,3,15,663,11-06-2025,18:00:00,11-06-2025 18:00,56,4.8,5,109
20250612-0000,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),187,8,3,15,665,12-06-2025,00:00:00,12-06-2025 00:00,2.7,164,14,148
20250612-0600,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),187,7,3,15,666,12-06-2025,06:00:00,12-06-2025 06:00,128,1.9,9,119
20250612-1200,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 17M)",1 portal active (1 hosts),187,10,3,15,663,12-06-2025,12:00:00,12-06-2025 12:00,975,190,143,208
20250612-1800,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 18M)",1 portal active (1 hosts),187,8,3,15,665,12-06-2025,18:00:00,12-06-2025 18:00,748,3.1,10,69
20250613-0000,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 18M)",1 portal active (1 hosts),187,8,3,15,665,13-06-2025,00:00:00,13-06-2025 00:00,66,159,9,158
20250613-0600,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 18M)",1 portal active (1 hosts),187,4,3,15,669,13-06-2025,06:00:00,13-06-2025 06:00,20,67,136,133
20250613-1200,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 18M)",1 portal active (1 hosts),188,6,3,15,667,13-06-2025,12:00:00,13-06-2025 12:00,518,160,49,138
20250613-1800,HEALTH_WARN,"112 osds: 112 up (since 15M), 112 in (since 18M)",1 portal active (1 hosts),188,5,3,15,668,13-06-2025,18:00:00,13-06-2025 18:00,56,2.1,30,112
